coin,pair,binance_symbol,hl_bid,hl_ask,hl_spread_abs,hl_spread_pct,bz_bid,bz_ask,bz_spread_abs,bz_spread_pct
BTC,BTC/USDT:USDT,BTCUSDT_260626,,,,,90138.4,90152.4,14.0,0.015530465226179041
ETH,ETH/USDT:USDT,ETHUSDT_260626,,,,,3007.44,3007.94,0.5,0.01662405367574451
SOL,SOL/USDT:USDT,SOLUSDT,,,,,124.58,124.59,0.010000000000005116,0.008026648472934234
