coin,pair,binance_symbol,hl_bid,hl_ask,hl_spread_abs,hl_spread_pct,bz_bid,bz_ask,bz_spread_abs,bz_spread_pct
ALGO,ALGO/USDT:USDT,ALGOUSDT,,,,,0.1199,0.12,9.999999999998899e-05,0.08336807002916964
STX,STX/USDT:USDT,STXUSDT,,,,,0.2655,0.2656,9.999999999998899e-05,0.03765769158350178
ENS,ENS/USDT:USDT,ENSUSDT,,,,,9.805,9.806,0.0009999999999994458,0.010198358064345988
CFX,CFX/USDT:USDT,CFXUSDT,,,,,0.07289,0.0729,1.0000000000010001e-05,0.013718362027587626
SAND,SAND/USDT:USDT,SANDUSDT,,,,,0.11655,0.11656,9.999999999996123e-06,0.008579640513059176
SUPER,SUPER/USDT:USDT,SUPERUSDT,,,,,0.2161,0.2162,0.00010000000000001674,0.04626416840158072
MINA,MINA/USDT:USDT,MINAUSDT,,,,,0.0809,0.081,0.00010000000000000286,0.123533045089565
GMX,GMX/USDT:USDT,GMXUSDT,,,,,8.411,8.412,0.0010000000000012221,0.011888486001322262
SUSHI,SUSHI/USDT:USDT,SUSHIUSDT,,,,,0.3002,0.3003,9.999999999998899e-05,0.03330557868442598
OM,OM/USDT:USDT,OMUSDT,,,,,0.07481,0.07482,9.999999999996123e-06,0.01336630354874841
BSV,BSV/USDT:USDT,BSVUSDT,,,,,18.1,18.11,0.00999999999999801,0.055233360950002815
COMP,COMP/USDT:USDT,COMPUSDT,,,,,26.22,26.23,0.010000000000001563,0.03813155386082579
BLUR,BLUR/USDT:USDT,BLURUSDT,,,,,0.02965,0.02966,9.999999999999593e-06,0.03372112628561657
